date,Temperature,Humidity,Light,CO2,Occupancy
2/11/2015 14:48,26.76,71.13333333,437.33333330000005,686.4444446666666,1
2/11/2015 14:49,26.79,71.0,437.33333330000005,666.6666666666666,1
2/11/2015 14:50,26.7675,71.1225,434.0,669.1666666666666,1
2/11/2015 14:51,26.7675,71.1225,439.0,673.0,1
2/11/2015 14:51,26.79,71.13333333,437.33333330000005,670.4444446666666,1
2/11/2015 14:53,26.76,71.26,437.33333330000005,676.222222,1
2/11/2015 14:54,26.79,71.1975,434.0,679.0,1
2/11/2015 14:55,26.79,71.39333333,437.33333330000005,679.1111113333333,1
2/11/2015 14:55,26.79,71.3175,434.0,681.3333333333334,1
2/11/2015 14:57,26.79,71.46333333,437.33333330000005,684.8888886666667,1
2/11/2015 14:57,26.79,71.525,437.75,698.5,1
2/11/2015 14:58,26.79,71.575,441.75,699.3333333333334,1
2/11/2015 15:00,26.79,71.395,442.0,707.6666666666666,1
2/11/2015 15:01,26.79,71.3925,441.75,699.3333333333334,1
2/11/2015 15:02,26.79,71.5,441.5,698.6666666666666,1
2/11/2015 15:03,26.815,71.5,438.0,699.5,1
2/11/2015 15:04,26.815,71.4725,449.5,700.8333333333334,1
2/11/2015 15:04,26.89,71.6,449.5,707.0,1
2/11/2015 15:06,26.79,71.55,449.5,706.3333333333334,1
2/11/2015 15:07,26.82333333,71.73,447.66666669999995,714.6666666666666,1
2/11/2015 15:08,26.865,71.7225,449.5,714.8888886666667,1
2/11/2015 15:08,26.89,71.745,449.5,716.8888886666667,1
2/11/2015 15:10,26.89,71.7675,449.5,724.6666666666666,1
2/11/2015 15:10,26.89,71.7675,437.75,722.1666666666666,1
2/11/2015 15:11,26.89,71.78999999999999,442.66666669999995,724.222222,1
2/11/2015 15:13,26.89,71.78999999999999,437.33333330000005,727.3333333333334,1
2/11/2015 15:14,26.89,71.89,439.0,733.3333333333334,1
2/11/2015 15:15,26.89,71.89,444.0,734.0,1
2/11/2015 15:16,26.89,71.865,444.0,738.0,1
2/11/2015 15:16,26.89,71.78999999999999,444.0,740.0,1
2/11/2015 15:17,26.89,71.865,444.0,734.5,1
2/11/2015 15:19,26.89,71.73,444.0,733.3333333333334,1
2/11/2015 15:20,26.89,71.7225,444.0,728.5,1
2/11/2015 15:21,26.89,71.7,444.0,728.3333333333334,1
2/11/2015 15:22,26.89,71.695,436.5,729.3333333333334,1
2/11/2015 15:23,26.89,71.56666667,434.0,723.777778,1
2/11/2015 15:23,26.89,71.55,436.5,698.0,0
2/11/2015 15:24,26.89,71.36,434.0,687.3333333333334,0
2/11/2015 15:26,26.89,71.125,432.75,651.6666666666666,0
2/11/2015 15:27,26.89,71.15,436.5,640.8333333333334,1
2/11/2015 15:28,26.89,71.06333333,434.0,632.0,1
2/11/2015 15:29,26.89,70.77,429.0,608.8333333333334,1
2/11/2015 15:29,26.89,70.7675,432.75,588.3333333333334,1
2/11/2015 15:30,26.89,70.945,429.0,589.6666666666666,1
2/11/2015 15:32,26.89,70.7925,429.0,599.3333333333334,1
2/11/2015 15:33,26.89,70.77,432.75,592.1666666666666,1
2/11/2015 15:34,26.89,70.795,436.5,585.6666666666666,1
2/11/2015 15:35,26.89,70.8175,429.0,594.1666666666666,1
2/11/2015 15:36,26.89,70.65,436.5,597.6666666666666,1
2/11/2015 15:36,26.89,70.7475,429.0,593.0,1
2/11/2015 15:38,26.89,70.76333333,429.0,591.5555555333332,1
2/11/2015 15:39,26.89,70.77,429.0,595.6666666666666,1
2/11/2015 15:40,26.89,70.445,429.0,555.0,1
2/11/2015 15:40,26.89,70.56666667,429.0,552.6666666666666,1
2/11/2015 15:42,26.89,70.5,429.0,552.8333333333334,1
2/11/2015 15:42,26.89,70.575,429.0,567.0,1
2/11/2015 15:43,26.89,70.6,429.0,562.6666666666666,1
2/11/2015 15:45,26.89,70.55,429.0,560.1666666666666,1
2/11/2015 15:46,26.865,70.55,429.0,549.1666666666666,1
2/11/2015 15:47,26.89,70.6,429.0,549.3333333333334,1
2/11/2015 15:48,26.89,70.34,429.0,542.0,1
2/11/2015 15:49,26.89,70.35666667,429.0,534.6666666666666,1
2/11/2015 15:49,26.865,70.3925,429.0,540.5,1
2/11/2015 15:51,26.89,70.35666667,429.0,536.8888888666667,1
2/11/2015 15:52,26.89,70.315,429.0,531.0,1
2/11/2015 15:53,26.89,70.2,429.0,530.0,1
2/11/2015 15:53,26.89,70.34,429.0,529.0,1
2/11/2015 15:55,26.89,70.295,429.0,527.0,1
2/11/2015 15:55,26.89,70.28999999999999,429.0,524.3333333333334,1
2/11/2015 15:56,26.89,70.39,429.0,529.5555555333333,1
2/11/2015 15:58,26.89,70.365,429.0,530.3333333333334,1
2/11/2015 15:59,26.89,70.42666667,414.0,528.4444444666667,1
2/11/2015 16:00,26.89,70.73,424.0,532.0,1
2/11/2015 16:01,26.89,70.4175,429.0,530.3333333333334,1
2/11/2015 16:01,26.89,70.39,429.0,531.8333333333334,1
2/11/2015 16:02,26.89,70.39,429.0,532.0,1
2/11/2015 16:04,26.89,70.445,429.0,534.6666666666666,1
2/11/2015 16:05,26.89,70.35666667,421.5,531.6666666666666,1
2/11/2015 16:06,26.89,70.32333333,429.0,527.6666666666666,1
2/11/2015 16:07,26.89,70.32,418.75,525.5,1
2/11/2015 16:08,26.89,70.39,429.0,528.1666666666666,1
2/11/2015 16:08,26.89,70.39,429.0,530.3333333333334,1
2/11/2015 16:09,26.89,70.365,429.0,529.0,1
2/11/2015 16:11,26.89,70.23,429.0,526.2222221999999,1
2/11/2015 16:12,26.89,70.2,429.0,524.0,1
2/11/2015 16:13,26.89,70.02250000000001,429.0,514.5,1
2/11/2015 16:14,26.89,69.96000000000001,429.0,506.6666666666667,1
2/11/2015 16:14,26.89,69.9175,429.0,504.0,1
2/11/2015 16:15,26.89,70.1,429.0,502.6666666666667,1
2/11/2015 16:17,26.89,70.15,416.5,506.0,1
2/11/2015 16:18,26.89,70.13333333,421.66666669999995,504.4444444666667,1
2/11/2015 16:19,26.89,70.47,438.0,509.5,1
2/11/2015 16:20,26.89,70.16666667,441.0,512.0,1
2/11/2015 16:21,26.89,70.075,438.0,513.5,1
2/11/2015 16:21,26.89,70.125,438.0,510.8333333333333,1
2/11/2015 16:23,26.89,70.175,438.0,511.8333333333333,1
2/11/2015 16:24,26.89,70.295,438.0,518.0,1
2/11/2015 16:25,26.89,70.2,441.0,516.8888888666667,1
2/11/2015 16:25,26.89,70.2,436.33333330000005,512.0,1
2/11/2015 16:27,26.865,70.15,438.0,511.1666666666667,1
2/11/2015 16:27,26.89,70.075,438.0,515.0,1
2/11/2015 16:28,26.89,70.0725,435.5,516.5,1
2/11/2015 16:30,26.89,70.03,435.0,510.8888888666666,1
2/11/2015 16:31,26.89,69.9175,434.5,501.3333333333333,1
2/11/2015 16:32,26.89,70.1,430.5,502.6666666666667,1
2/11/2015 16:33,26.89,70.1,441.0,503.3333333333333,1
2/11/2015 16:34,26.89,70.075,431.0,508.8333333333333,1
2/11/2015 16:34,26.89,70.1975,425.0,513.0,1
2/11/2015 16:36,26.89,70.23,419.0,512.8888888666667,1
2/11/2015 16:37,26.9175,70.5475,395.25,514.8333333333334,1
2/11/2015 16:38,26.96333333,70.79333333,426.66666669999995,523.1111111333333,1
2/11/2015 16:38,26.9725,70.2,424.75,522.8333333333334,1
2/11/2015 16:40,27.0,70.175,423.5,529.5,1
2/11/2015 16:40,26.945,70.245,423.5,527.3333333333334,1
2/11/2015 16:41,26.92666667,70.28999999999999,426.66666669999995,527.5555555333333,1
2/11/2015 16:43,26.9725,70.175,428.25,528.8333333333334,1
2/11/2015 16:44,26.89,70.245,433.0,525.0,1
2/11/2015 16:45,26.92666667,70.35666667,433.0,526.0,1
2/11/2015 16:46,26.945,70.1725,428.25,521.8333333333334,1
2/11/2015 16:46,26.9175,70.34,428.25,522.3333333333334,1
2/11/2015 16:47,26.92666667,70.28999999999999,426.66666669999995,527.3333333333334,1
2/11/2015 16:49,26.9175,70.2925,428.25,524.0,1
2/11/2015 16:50,26.9175,70.27,433.0,524.3333333333334,1
2/11/2015 16:51,26.92666667,70.19666667,433.0,524.2222221999999,1
2/11/2015 16:52,26.89,70.34,428.25,524.2222221999999,1
2/11/2015 16:53,26.945,70.34,433.0,525.1111111333333,1
2/11/2015 16:53,26.945,70.39,433.0,524.3333333333334,1
2/11/2015 16:54,26.89,70.365,433.0,527.8333333333334,1
2/11/2015 16:56,26.89,70.39,433.0,525.3333333333334,1
2/11/2015 16:57,26.9175,70.4725,433.0,531.8333333333334,1
2/11/2015 16:58,26.9175,70.39,433.0,534.5,1
2/11/2015 16:59,26.945,70.5,433.0,535.6666666666666,1
2/11/2015 16:59,26.89,70.4725,433.0,540.6666666666666,1
2/11/2015 17:00,26.89,70.42666667,433.0,535.7777778000001,1
2/11/2015 17:02,26.9725,70.5,433.0,534.3333333333334,1
2/11/2015 17:03,26.945,70.5,433.0,536.0,1
2/11/2015 17:04,26.9725,70.4175,433.0,538.0,1
2/11/2015 17:05,26.945,70.3675,433.0,534.5,1
2/11/2015 17:06,26.9725,70.4725,433.0,530.8333333333334,1
2/11/2015 17:06,26.92666667,70.53333333,433.0,538.0,1
2/11/2015 17:08,26.9725,70.55,433.0,549.1666666666666,1
2/11/2015 17:09,26.89,70.46333333,433.0,545.3333333333334,1
2/11/2015 17:10,26.956,70.458,433.0,538.3333333333334,1
2/11/2015 17:10,26.9175,70.5,433.0,542.6666666666666,1
2/11/2015 17:12,26.96333333,70.39,433.0,536.1666666666666,1
2/11/2015 17:12,26.945,70.445,433.0,536.6666666666666,1
2/11/2015 17:13,26.945,70.39750000000001,433.0,537.1666666666666,1
2/11/2015 17:15,26.945,70.3425,433.0,532.8333333333334,1
